step,metric,value
170,learning_rate,0.00031798715203426126
170,mean_token_accuracy,0.5565354451537132
170,epoch,0.363539160652232
171,loss,1.9416
171,grad_norm,0.5262314081192017
171,learning_rate,0.0003169164882226981
171,mean_token_accuracy,0.5539688393473625
171,epoch,0.3656776263031275
172,loss,1.9611
172,grad_norm,0.5236787796020508
172,learning_rate,0.0003158458244111349
172,mean_token_accuracy,0.5330341830849648
172,epoch,0.367816091954023
173,loss,1.9913
173,grad_norm,0.548797070980072
173,learning_rate,0.0003147751605995717
173,mean_token_accuracy,0.5302425771951675
173,epoch,0.36995455760491847
174,loss,1.9365
174,grad_norm,0.8646165132522583
174,learning_rate,0.00031370449678800856
174,mean_token_accuracy,0.5491038486361504
174,epoch,0.37209302325581395
175,loss,1.9398
175,grad_norm,0.49798092246055603
175,learning_rate,0.0003126338329764454
175,mean_token_accuracy,0.5410987734794617
175,epoch,0.37423148890670943
176,loss,2.0062
176,grad_norm,0.6633874177932739
176,learning_rate,0.00031156316916488224
176,mean_token_accuracy,0.536809254437685
176,epoch,0.3763699545576049
177,loss,1.9645
177,grad_norm,0.5486930012702942
177,learning_rate,0.0003104925053533191
177,mean_token_accuracy,0.5348219871520996
177,epoch,0.3785084202085004
178,loss,1.9488
178,grad_norm,0.5212637186050415
178,learning_rate,0.0003094218415417559
178,mean_token_accuracy,0.5420603677630424
178,epoch,0.3806468858593959
179,loss,1.922
179,grad_norm,0.8979853987693787
179,learning_rate,0.0003083511777301927
179,mean_token_accuracy,0.5407981723546982
179,epoch,0.38278535151029136
180,loss,1.9331
180,grad_norm,0.5744380354881287
180,learning_rate,0.00030728051391862955
180,mean_token_accuracy,0.5469686612486839
180,epoch,0.38492381716118684
181,loss,1.9153
181,grad_norm,0.6909968852996826
181,learning_rate,0.0003062098501070664
181,mean_token_accuracy,0.5526954084634781
181,epoch,0.3870622828120823
182,loss,2.001
182,grad_norm,0.5629345178604126
182,learning_rate,0.00030513918629550323
182,mean_token_accuracy,0.5281762853264809
182,epoch,0.3892007484629778
183,loss,1.9186
183,grad_norm,0.6210996508598328
183,learning_rate,0.00030406852248394007
183,mean_token_accuracy,0.5472762882709503
183,epoch,0.3913392141138733
184,loss,1.9744
184,grad_norm,0.5666366815567017
184,learning_rate,0.0003029978586723769
184,mean_token_accuracy,0.5407912135124207
184,epoch,0.3934776797647688
185,loss,1.9538
185,grad_norm,0.5743764042854309
185,learning_rate,0.0003019271948608137
185,mean_token_accuracy,0.5465380251407623
185,epoch,0.39561614541566426
186,loss,1.8644
186,grad_norm,0.5137351155281067
186,learning_rate,0.00030085653104925053
186,mean_token_accuracy,0.5611341893672943
186,epoch,0.39775461106655974
187,loss,1.9559
187,grad_norm,0.6173096895217896
187,learning_rate,0.0002997858672376874
187,mean_token_accuracy,0.5428057909011841
187,epoch,0.3998930767174552
188,loss,1.9818
188,grad_norm,0.7268063426017761
188,learning_rate,0.00029871520342612416
188,mean_token_accuracy,0.5371735244989395
188,epoch,0.4020315423683507
189,loss,1.9708
189,grad_norm,0.5746824741363525
189,learning_rate,0.00029764453961456105
189,mean_token_accuracy,0.5364186465740204
189,epoch,0.4041700080192462
190,loss,1.8916
190,grad_norm,0.7157077789306641
190,learning_rate,0.0002965738758029979
190,mean_token_accuracy,0.5611077658832073
190,epoch,0.40630847367014167
191,loss,1.9023
191,grad_norm,0.6285926103591919
191,learning_rate,0.0002955032119914347
191,mean_token_accuracy,0.5431276112794876
191,epoch,0.40844693932103715
192,loss,1.9677
192,grad_norm,0.5486137866973877
192,learning_rate,0.0002944325481798715
192,mean_token_accuracy,0.5432173982262611
192,epoch,0.41058540497193263
193,loss,1.9052
193,grad_norm,0.5697682499885559
193,learning_rate,0.00029336188436830836
193,mean_token_accuracy,0.5459424555301666
193,epoch,0.4127238706228281
194,loss,2.0185
194,grad_norm,0.48578715324401855
194,learning_rate,0.0002922912205567452
194,mean_token_accuracy,0.5311691761016846
194,epoch,0.4148623362737236
195,loss,1.9428
195,grad_norm,0.5027776956558228
195,learning_rate,0.000291220556745182
195,mean_token_accuracy,0.5546231791377068
195,epoch,0.4170008019246191
196,loss,1.9111
196,grad_norm,0.5229755640029907
196,learning_rate,0.0002901498929336189
196,mean_token_accuracy,0.5530864000320435
196,epoch,0.41913926757551456
197,loss,1.994
197,grad_norm,0.5736010074615479
197,learning_rate,0.0002890792291220557
197,mean_token_accuracy,0.5358900055289268
197,epoch,0.42127773322641004
198,loss,1.9189
198,grad_norm,0.4955764710903168
198,learning_rate,0.0002880085653104925
198,mean_token_accuracy,0.5417167618870735
198,epoch,0.4234161988773055
199,loss,2.0251
199,grad_norm,0.510773777961731
199,learning_rate,0.00028693790149892935
199,mean_token_accuracy,0.5369921587407589
199,epoch,0.425554664528201
200,loss,1.9309
200,grad_norm,0.5180730223655701
200,learning_rate,0.0002858672376873662
200,mean_token_accuracy,0.5409707091748714
200,epoch,0.4276931301790965
200,eval_loss,1.9333382844924927
200,eval_runtime,1183.9693
200,eval_samples_per_second,1.405
200,eval_steps_per_second,0.703
200,eval_mean_token_accuracy,0.5478473057110722
200,epoch,0.4276931301790965
201,loss,2.0064
201,grad_norm,0.49739110469818115
201,learning_rate,0.000284796573875803
201,mean_token_accuracy,0.5289985984563828
201,epoch,0.429831595829992
202,loss,1.964
202,grad_norm,0.48844587802886963
202,learning_rate,0.0002837259100642398
202,mean_token_accuracy,0.5341171324253082
202,epoch,0.43197006148088746
203,loss,1.9483
203,grad_norm,0.4827248454093933
203,learning_rate,0.0002826552462526767
203,mean_token_accuracy,0.5431718304753304
203,epoch,0.43410852713178294
204,loss,1.9031
204,grad_norm,0.49352529644966125
204,learning_rate,0.0002815845824411135
204,mean_token_accuracy,0.5507074743509293
204,epoch,0.4362469927826784
205,loss,1.8809
205,grad_norm,0.4916331171989441
205,learning_rate,0.00028051391862955033
205,mean_token_accuracy,0.5552306622266769
205,epoch,0.4383854584335739
206,loss,1.9999
206,grad_norm,0.49575844407081604
206,learning_rate,0.0002794432548179872
206,mean_token_accuracy,0.5355590283870697
206,epoch,0.4405239240844694
207,loss,1.9982
207,grad_norm,0.5389735698699951
207,learning_rate,0.00027837259100642396
207,mean_token_accuracy,0.5374213233590126
207,epoch,0.44266238973536487
208,loss,1.9587
208,grad_norm,0.4372740089893341
208,learning_rate,0.0002773019271948608
208,mean_token_accuracy,0.5365139432251453
208,epoch,0.44480085538626035
209,loss,1.8963
209,grad_norm,0.5108463764190674
209,learning_rate,0.00027623126338329764
209,mean_token_accuracy,0.5492803305387497
209,epoch,0.44693932103715583
210,loss,1.9334
210,grad_norm,0.4785778224468231
210,learning_rate,0.0002751605995717345
210,mean_token_accuracy,0.5432690978050232
210,epoch,0.4490777866880513
211,loss,1.8737
211,grad_norm,0.5581415295600891
211,learning_rate,0.0002740899357601713
211,mean_token_accuracy,0.564371794462204
211,epoch,0.4512162523389468
212,loss,1.9783
212,grad_norm,0.7098397612571716
212,learning_rate,0.00027301927194860816
212,mean_token_accuracy,0.5406360477209091
212,epoch,0.4533547179898423
213,loss,1.9561
213,grad_norm,0.5508632659912109
213,learning_rate,0.00027194860813704495
213,mean_token_accuracy,0.5408267825841904
213,epoch,0.45549318364073776
214,loss,1.9824
214,grad_norm,0.5039153695106506
214,learning_rate,0.0002708779443254818
214,mean_token_accuracy,0.538213700056076
214,epoch,0.45763164929163325
215,loss,1.9977
215,grad_norm,0.5424266457557678
215,learning_rate,0.0002698072805139186
215,mean_token_accuracy,0.5379209071397781
215,epoch,0.45977011494252873
216,loss,1.8843
216,grad_norm,0.664884090423584
216,learning_rate,0.00026873661670235547
216,mean_token_accuracy,0.5546652600169182
216,epoch,0.4619085805934242
217,loss,1.9014
217,grad_norm,0.5444191694259644
217,learning_rate,0.0002676659528907923
217,mean_token_accuracy,0.5493874773383141
217,epoch,0.4640470462443197
218,loss,1.9489
218,grad_norm,0.5139763951301575
218,learning_rate,0.00026659528907922915
218,mean_token_accuracy,0.5402461290359497
218,epoch,0.4661855118952152
219,loss,1.8149
219,grad_norm,0.5566722750663757
219,learning_rate,0.000265524625267666
219,mean_token_accuracy,0.5748076662421227
219,epoch,0.46832397754611066
220,loss,1.9884
220,grad_norm,0.5380093455314636
220,learning_rate,0.00026445396145610277
220,mean_token_accuracy,0.5319386348128319
220,epoch,0.47046244319700614
221,loss,1.973
221,grad_norm,0.5496641993522644
221,learning_rate,0.0002633832976445396
221,mean_token_accuracy,0.5431963130831718
221,epoch,0.4726009088479016
222,loss,1.9708
222,grad_norm,0.5269822478294373
222,learning_rate,0.00026231263383297645
222,mean_token_accuracy,0.5335820242762566
222,epoch,0.4747393744987971
223,loss,1.9586
223,grad_norm,0.5072238445281982
223,learning_rate,0.00026124197002141324
223,mean_token_accuracy,0.5509032532572746
223,epoch,0.4768778401496926
224,loss,1.9418
224,grad_norm,0.6459097266197205
224,learning_rate,0.00026017130620985013
224,mean_token_accuracy,0.5476994290947914
224,epoch,0.47901630580058807
225,loss,1.978
225,grad_norm,0.5524894595146179
225,learning_rate,0.00025910064239828697
225,mean_token_accuracy,0.5363930910825729
225,epoch,0.48115477145148355
226,loss,2.019
226,grad_norm,0.49519026279449463
226,learning_rate,0.00025802997858672376
226,mean_token_accuracy,0.5309910178184509
226,epoch,0.48329323710237904
227,loss,1.9195
227,grad_norm,0.47592926025390625
227,learning_rate,0.0002569593147751606
227,mean_token_accuracy,0.5451569780707359
227,epoch,0.4854317027532745
228,loss,1.9094
228,grad_norm,0.4705740809440613
228,learning_rate,0.00025588865096359744
228,mean_token_accuracy,0.5451496243476868
228,epoch,0.48757016840417
229,loss,1.9346
229,grad_norm,0.5051259994506836
229,learning_rate,0.0002548179871520342
229,mean_token_accuracy,0.5455500781536102
229,epoch,0.4897086340550655
230,loss,1.8949
230,grad_norm,0.5363247394561768
230,learning_rate,0.00025374732334047106
230,mean_token_accuracy,0.5473605543375015
230,epoch,0.49184709970596097
231,loss,1.9415
231,grad_norm,0.5126999020576477
231,learning_rate,0.00025267665952890796
231,mean_token_accuracy,0.5469765439629555
231,epoch,0.49398556535685645
232,loss,1.8899
232,grad_norm,0.5426179766654968
232,learning_rate,0.00025160599571734475
232,mean_token_accuracy,0.5522326529026031
232,epoch,0.49612403100775193
233,loss,1.9907
233,grad_norm,0.46518200635910034
233,learning_rate,0.0002505353319057816
233,mean_token_accuracy,0.5373459085822105
233,epoch,0.4982624966586474
234,loss,1.917
234,grad_norm,0.6049834489822388
234,learning_rate,0.0002494646680942184
234,mean_token_accuracy,0.5471226572990417
234,epoch,0.5004009623095429
235,loss,1.9136
235,grad_norm,0.5387471914291382
235,learning_rate,0.00024839400428265527
235,mean_token_accuracy,0.5501724779605865
235,epoch,0.5025394279604384
236,loss,2.0025
236,grad_norm,0.4851681888103485
236,learning_rate,0.0002473233404710921
236,mean_token_accuracy,0.5281388126313686
236,epoch,0.5046778936113339
237,loss,1.9929
237,grad_norm,0.5274514555931091
237,learning_rate,0.0002462526766595289
237,mean_token_accuracy,0.5363362357020378
237,epoch,0.5068163592622293
238,loss,1.9342
238,grad_norm,0.4971888065338135
238,learning_rate,0.00024518201284796573
238,mean_token_accuracy,0.5366216897964478
238,epoch,0.5089548249131248
239,loss,1.8905
239,grad_norm,0.5373575687408447
239,learning_rate,0.0002441113490364026
239,mean_token_accuracy,0.5537257455289364
239,epoch,0.5110932905640203
240,loss,1.8888
240,grad_norm,0.4969489574432373
240,learning_rate,0.0002430406852248394
240,mean_token_accuracy,0.5464131906628609
240,epoch,0.5132317562149158
241,loss,1.9244
241,grad_norm,0.49230754375457764
241,learning_rate,0.00024197002141327622
241,mean_token_accuracy,0.5514587014913559
241,epoch,0.5153702218658113
242,loss,1.8507
242,grad_norm,0.48578283190727234
242,learning_rate,0.00024089935760171306
242,mean_token_accuracy,0.559685468673706
242,epoch,0.5175086875167068
243,loss,1.9488
243,grad_norm,0.5593656301498413
243,learning_rate,0.0002398286937901499
243,mean_token_accuracy,0.5472721084952354
243,epoch,0.5196471531676022
244,loss,1.8634
244,grad_norm,0.7303022146224976
244,learning_rate,0.00023875802997858672
244,mean_token_accuracy,0.5675051882863045
244,epoch,0.5217856188184977
245,loss,1.936
245,grad_norm,0.5552322864532471
245,learning_rate,0.00023768736616702356
245,mean_token_accuracy,0.5499163791537285
245,epoch,0.5239240844693932
246,loss,1.9071
246,grad_norm,0.503270149230957
246,learning_rate,0.0002366167023554604
246,mean_token_accuracy,0.5403109416365623
246,epoch,0.5260625501202887
247,loss,1.9664
247,grad_norm,0.47011083364486694
247,learning_rate,0.0002355460385438972
247,mean_token_accuracy,0.5370677039027214
247,epoch,0.5282010157711842
248,loss,1.9089
248,grad_norm,0.5541976690292358
248,learning_rate,0.00023447537473233405
248,mean_token_accuracy,0.5574224591255188
248,epoch,0.5303394814220797
249,loss,1.912
249,grad_norm,0.6266080141067505
249,learning_rate,0.0002334047109207709
249,mean_token_accuracy,0.552678793668747
249,epoch,0.5324779470729751
250,loss,1.9856
250,grad_norm,0.5779827237129211
250,learning_rate,0.00023233404710920773
250,mean_token_accuracy,0.5392664931714535
250,epoch,0.5346164127238706
251,loss,1.9453
251,grad_norm,0.5712971687316895
251,learning_rate,0.00023126338329764454
251,mean_token_accuracy,0.5521144717931747
251,epoch,0.5367548783747661
252,loss,2.0181
252,grad_norm,0.5362369418144226
252,learning_rate,0.00023019271948608136
252,mean_token_accuracy,0.5296096727252007
252,epoch,0.5388933440256616
253,loss,1.9355
253,grad_norm,0.5598201155662537
253,learning_rate,0.00022912205567451822
253,mean_token_accuracy,0.5508807972073555
253,epoch,0.5410318096765571
254,loss,1.9182
254,grad_norm,0.4790552258491516
254,learning_rate,0.00022805139186295504
254,mean_token_accuracy,0.5401664599776268
254,epoch,0.5431702753274525
255,loss,1.887
255,grad_norm,0.7580470442771912
255,learning_rate,0.00022698072805139185
255,mean_token_accuracy,0.5551099106669426
255,epoch,0.545308740978348
256,loss,1.9982
256,grad_norm,0.4719405770301819
256,learning_rate,0.00022591006423982872
256,mean_token_accuracy,0.5327618345618248
256,epoch,0.5474472066292435
257,loss,1.953
257,grad_norm,0.514700174331665
257,learning_rate,0.00022483940042826553
257,mean_token_accuracy,0.5386401414871216
257,epoch,0.549585672280139
258,loss,1.9477
258,grad_norm,0.5268621444702148
258,learning_rate,0.00022376873661670234
258,mean_token_accuracy,0.5391368493437767
258,epoch,0.5517241379310345
259,loss,1.9112
259,grad_norm,0.5796590447425842
259,learning_rate,0.00022269807280513918
259,mean_token_accuracy,0.5567819476127625
259,epoch,0.55386260358193
260,loss,1.8551
260,grad_norm,0.6182101368904114
260,learning_rate,0.00022162740899357602
260,mean_token_accuracy,0.5648641958832741
260,epoch,0.5560010692328254
261,loss,1.944
261,grad_norm,0.5016844868659973
261,learning_rate,0.00022055674518201286
261,mean_token_accuracy,0.5469990670681
261,epoch,0.5581395348837209
262,loss,1.9086
262,grad_norm,0.5608673095703125
262,learning_rate,0.00021948608137044968
262,mean_token_accuracy,0.5480162352323532
262,epoch,0.5602780005346164
263,loss,1.9826
263,grad_norm,0.4572409689426422
263,learning_rate,0.00021841541755888652
263,mean_token_accuracy,0.5336358994245529
263,epoch,0.5624164661855119
264,loss,1.9604
264,grad_norm,0.5905455350875854
264,learning_rate,0.00021734475374732336
264,mean_token_accuracy,0.5426022037863731
264,epoch,0.5645549318364074
265,loss,1.9814
265,grad_norm,0.6436631083488464
265,learning_rate,0.00021627408993576017
265,mean_token_accuracy,0.5344556123018265
265,epoch,0.5666933974873029
266,loss,1.7959
266,grad_norm,0.5154518485069275
266,learning_rate,0.00021520342612419698
266,mean_token_accuracy,0.5709269791841507
266,epoch,0.5688318631381983
267,loss,1.9584
267,grad_norm,0.5046223998069763
267,learning_rate,0.00021413276231263385
267,mean_token_accuracy,0.5409905686974525
267,epoch,0.5709703287890938
268,loss,1.9802
268,grad_norm,0.5154613256454468
268,learning_rate,0.00021306209850107066
268,mean_token_accuracy,0.5324412658810616
268,epoch,0.5731087944399893
269,loss,1.9601
269,grad_norm,0.5842967629432678
269,learning_rate,0.00021199143468950748
269,mean_token_accuracy,0.5355685614049435
269,epoch,0.5752472600908848
270,loss,1.9353
270,grad_norm,0.4994771480560303
270,learning_rate,0.00021092077087794434
270,mean_token_accuracy,0.537370041012764
270,epoch,0.5773857257417803
271,loss,1.9311
271,grad_norm,0.6134254336357117
271,learning_rate,0.00020985010706638116
271,mean_token_accuracy,0.5379017665982246
271,epoch,0.5795241913926757
272,loss,1.8725
272,grad_norm,0.5261415839195251
272,learning_rate,0.000208779443254818
272,mean_token_accuracy,0.5555850565433502
272,epoch,0.5816626570435712
273,loss,1.8893
273,grad_norm,0.6521355509757996
273,learning_rate,0.00020770877944325484
273,mean_token_accuracy,0.5554010719060898
273,epoch,0.5838011226944667
274,loss,1.8997
274,grad_norm,0.6123773455619812
274,learning_rate,0.00020663811563169165
274,mean_token_accuracy,0.5550319328904152
274,epoch,0.5859395883453622
275,loss,1.897
275,grad_norm,0.6133714914321899
275,learning_rate,0.0002055674518201285
275,mean_token_accuracy,0.5490819066762924
275,epoch,0.5880780539962577
276,loss,1.924
276,grad_norm,0.5552943348884583
276,learning_rate,0.0002044967880085653
276,mean_token_accuracy,0.5449381023645401
276,epoch,0.5902165196471532
277,loss,1.8251
277,grad_norm,0.5584402680397034
277,learning_rate,0.00020342612419700214
277,mean_token_accuracy,0.5617095157504082
277,epoch,0.5923549852980486
278,loss,1.944
278,grad_norm,0.5012717247009277
278,learning_rate,0.00020235546038543898
278,mean_token_accuracy,0.5377547517418861
278,epoch,0.5944934509489441
279,loss,1.8398
279,grad_norm,0.6029914617538452
279,learning_rate,0.0002012847965738758
279,mean_token_accuracy,0.5633435249328613
279,epoch,0.5966319165998396
280,loss,1.9185
280,grad_norm,0.4857458174228668
280,learning_rate,0.00020021413276231266
280,mean_token_accuracy,0.5461645424365997
280,epoch,0.5987703822507351
281,loss,1.8889
281,grad_norm,0.5379155874252319
281,learning_rate,0.00019914346895074948
281,mean_token_accuracy,0.5567625686526299
281,epoch,0.6009088479016306
282,loss,1.9028
282,grad_norm,0.5071730613708496
282,learning_rate,0.0001980728051391863
282,mean_token_accuracy,0.5582701191306114
282,epoch,0.603047313552526
283,loss,1.9096
283,grad_norm,0.4597344994544983
283,learning_rate,0.00019700214132762313
283,mean_token_accuracy,0.549163706600666
283,epoch,0.6051857792034215
284,loss,1.9066
284,grad_norm,0.713033139705658
284,learning_rate,0.00019593147751605997
284,mean_token_accuracy,0.5515790656208992
284,epoch,0.607324244854317
285,loss,1.8939
285,grad_norm,0.5511917471885681
285,learning_rate,0.00019486081370449678
285,mean_token_accuracy,0.5597515553236008
285,epoch,0.6094627105052125
286,loss,1.9377
286,grad_norm,0.46712473034858704
286,learning_rate,0.00019379014989293362
286,mean_token_accuracy,0.5457759946584702
286,epoch,0.611601176156108
287,loss,1.9402
287,grad_norm,0.5116688013076782
287,learning_rate,0.00019271948608137046
287,mean_token_accuracy,0.5425492376089096
287,epoch,0.6137396418070035
288,loss,1.8711
288,grad_norm,0.5313407182693481
288,learning_rate,0.00019164882226980728
288,mean_token_accuracy,0.5472551584243774
288,epoch,0.615878107457899
289,loss,1.8726
289,grad_norm,0.4987228512763977
289,learning_rate,0.00019057815845824412
289,mean_token_accuracy,0.5564686357975006
289,epoch,0.6180165731087944
290,loss,1.8744
290,grad_norm,0.5939152240753174
290,learning_rate,0.00018950749464668093
290,mean_token_accuracy,0.5565737336874008
290,epoch,0.6201550387596899
291,loss,1.8636
291,grad_norm,0.5617260932922363
291,learning_rate,0.0001884368308351178
291,mean_token_accuracy,0.5571651607751846
291,epoch,0.6222935044105854
292,loss,1.9049
292,grad_norm,0.5568008422851562
292,learning_rate,0.0001873661670235546
292,mean_token_accuracy,0.5444914922118187
292,epoch,0.6244319700614809
293,loss,1.8874
293,grad_norm,0.6029715538024902
293,learning_rate,0.00018629550321199142
293,mean_token_accuracy,0.5615590363740921
293,epoch,0.6265704357123764
294,loss,1.9002
294,grad_norm,0.5171005725860596
294,learning_rate,0.0001852248394004283
294,mean_token_accuracy,0.5527544170618057
294,epoch,0.6287089013632718
295,loss,1.968
295,grad_norm,0.49338141083717346
295,learning_rate,0.0001841541755888651
295,mean_token_accuracy,0.5431106835603714
295,epoch,0.6308473670141673
296,loss,1.8983
296,grad_norm,0.5434364676475525
296,learning_rate,0.00018308351177730192
296,mean_token_accuracy,0.5569052547216415
296,epoch,0.6329858326650628
297,loss,1.9151
297,grad_norm,0.5240418314933777
297,learning_rate,0.00018201284796573876
297,mean_token_accuracy,0.5502714589238167
297,epoch,0.6351242983159583
298,loss,1.9016
298,grad_norm,0.48711323738098145
298,learning_rate,0.0001809421841541756
298,mean_token_accuracy,0.5558786168694496
298,epoch,0.6372627639668538
299,loss,1.9474
299,grad_norm,0.4532468020915985
299,learning_rate,0.0001798715203426124
299,mean_token_accuracy,0.5353468060493469
299,epoch,0.6394012296177493
300,loss,1.8593
300,grad_norm,0.5845634341239929
300,learning_rate,0.00017880085653104925
300,mean_token_accuracy,0.564838957041502
300,epoch,0.6415396952686447
300,eval_loss,1.9056501388549805
300,eval_runtime,1189.7599
300,eval_samples_per_second,1.398
300,eval_steps_per_second,0.699
300,eval_mean_token_accuracy,0.5528297367362449
300,epoch,0.6415396952686447
301,loss,1.9504
301,grad_norm,0.5262869596481323
301,learning_rate,0.0001777301927194861
301,mean_token_accuracy,0.5431035831570625
301,epoch,0.6436781609195402
302,loss,1.9355
302,grad_norm,0.49256882071495056
302,learning_rate,0.00017665952890792293
302,mean_token_accuracy,0.5442294701933861
302,epoch,0.6458166265704357
303,loss,1.8696
303,grad_norm,0.5285796523094177
303,learning_rate,0.00017558886509635974
303,mean_token_accuracy,0.562111958861351
303,epoch,0.6479550922213312
304,loss,1.9563
304,grad_norm,0.5098534822463989
304,learning_rate,0.00017451820128479658
304,mean_token_accuracy,0.5407721400260925
304,epoch,0.6500935578722267
305,loss,1.8381
305,grad_norm,0.5533918738365173
305,learning_rate,0.00017344753747323342
305,mean_token_accuracy,0.5710234120488167
305,epoch,0.6522320235231222
306,loss,1.8481
306,grad_norm,0.5419387221336365
306,learning_rate,0.00017237687366167023
306,mean_token_accuracy,0.5701995939016342
306,epoch,0.6543704891740176
307,loss,1.8838
307,grad_norm,0.5101965665817261
307,learning_rate,0.00017130620985010705
307,mean_token_accuracy,0.5583773553371429
307,epoch,0.6565089548249131
308,loss,1.9416
308,grad_norm,0.4975835382938385
308,learning_rate,0.00017023554603854391
308,mean_token_accuracy,0.5391649678349495
308,epoch,0.6586474204758086
309,loss,1.9152
309,grad_norm,0.48927435278892517
309,learning_rate,0.00016916488222698073
309,mean_token_accuracy,0.5521869882941246
309,epoch,0.6607858861267041
310,loss,1.8581
310,grad_norm,0.5205477476119995
310,learning_rate,0.00016809421841541757
310,mean_token_accuracy,0.5668254420161247
310,epoch,0.6629243517775996
311,loss,1.8954
311,grad_norm,0.5220380425453186
311,learning_rate,0.0001670235546038544
311,mean_token_accuracy,0.5494031012058258
311,epoch,0.665062817428495
312,loss,1.9484
312,grad_norm,1.3850741386413574
312,learning_rate,0.00016595289079229122
312,mean_token_accuracy,0.5328660309314728
312,epoch,0.6672012830793905
313,loss,1.8932
313,grad_norm,0.5130746364593506
313,learning_rate,0.00016488222698072806
313,mean_token_accuracy,0.5527460277080536
313,epoch,0.669339748730286
314,loss,1.9525
314,grad_norm,0.5411442518234253
314,learning_rate,0.00016381156316916487
314,mean_token_accuracy,0.5375156924128532
314,epoch,0.6714782143811815
315,loss,1.8748
315,grad_norm,0.7216894626617432
315,learning_rate,0.00016274089935760171
315,mean_token_accuracy,0.5564280822873116
315,epoch,0.673616680032077
316,loss,1.9107
316,grad_norm,0.6042951941490173
316,learning_rate,0.00016167023554603855
316,mean_token_accuracy,0.5556287467479706
316,epoch,0.6757551456829725
317,loss,1.8284
317,grad_norm,0.5962392091751099
317,learning_rate,0.00016059957173447537
317,mean_token_accuracy,0.5784552022814751
317,epoch,0.6778936113338679
318,loss,1.9552
318,grad_norm,0.5064734220504761
318,learning_rate,0.0001595289079229122
318,mean_token_accuracy,0.5384772941470146
318,epoch,0.6800320769847634
319,loss,1.9383
319,grad_norm,0.5545090436935425
319,learning_rate,0.00015845824411134905
319,mean_token_accuracy,0.5524312630295753
319,epoch,0.6821705426356589
320,loss,1.9354
320,grad_norm,0.5903287529945374
320,learning_rate,0.00015738758029978586
320,mean_token_accuracy,0.5459715276956558
320,epoch,0.6843090082865544
321,loss,1.9926
321,grad_norm,0.5694175362586975
321,learning_rate,0.0001563169164882227
321,mean_token_accuracy,0.5377938374876976
321,epoch,0.6864474739374499
322,loss,1.8534
322,grad_norm,0.8557685017585754
322,learning_rate,0.00015524625267665954
322,mean_token_accuracy,0.5575213804841042
322,epoch,0.6885859395883454
323,loss,1.9121
323,grad_norm,0.46608227491378784
323,learning_rate,0.00015417558886509635
323,mean_token_accuracy,0.5430770888924599
323,epoch,0.6907244052392408
324,loss,1.8852
324,grad_norm,0.6343197226524353
324,learning_rate,0.0001531049250535332
324,mean_token_accuracy,0.5620307475328445
324,epoch,0.6928628708901363
325,loss,1.9462
325,grad_norm,0.48859739303588867
325,learning_rate,0.00015203426124197003
325,mean_token_accuracy,0.5432677567005157
325,epoch,0.6950013365410318
326,loss,1.9533
326,grad_norm,0.5293817520141602
326,learning_rate,0.00015096359743040685
326,mean_token_accuracy,0.551115594804287
326,epoch,0.6971398021919273
327,loss,1.7816
327,grad_norm,0.6054813265800476
327,learning_rate,0.0001498929336188437
327,mean_token_accuracy,0.5763101726770401
327,epoch,0.6992782678428228
328,loss,1.8796
328,grad_norm,0.5097463130950928
328,learning_rate,0.00014882226980728053
328,mean_token_accuracy,0.5531366504728794
328,epoch,0.7014167334937182
329,loss,1.9669
329,grad_norm,0.6278757452964783
329,learning_rate,0.00014775160599571734
329,mean_token_accuracy,0.5401570573449135
329,epoch,0.7035551991446137
330,loss,1.8483
330,grad_norm,0.5867708325386047
330,learning_rate,0.00014668094218415418
330,mean_token_accuracy,0.5688384026288986
330,epoch,0.7056936647955092
331,loss,1.8866
331,grad_norm,0.6179460883140564
331,learning_rate,0.000145610278372591
331,mean_token_accuracy,0.5568477883934975
331,epoch,0.7078321304464047
332,loss,1.962
332,grad_norm,0.5725356936454773
332,learning_rate,0.00014453961456102786
332,mean_token_accuracy,0.534017339348793
332,epoch,0.7099705960973002
333,loss,1.8848
333,grad_norm,0.6562111973762512
333,learning_rate,0.00014346895074946467
333,mean_token_accuracy,0.5544019713997841
333,epoch,0.7121090617481957
334,loss,1.9804
334,grad_norm,0.586337685585022
334,learning_rate,0.0001423982869379015
334,mean_token_accuracy,0.5381228476762772
334,epoch,0.7142475273990911
335,loss,1.9244
335,grad_norm,0.4621698558330536
335,learning_rate,0.00014132762312633835
335,mean_token_accuracy,0.5406718626618385
335,epoch,0.7163859930499866
336,loss,1.9293
336,grad_norm,0.4976934492588043
336,learning_rate,0.00014025695931477517
336,mean_token_accuracy,0.5451817139983177
336,epoch,0.7185244587008821
337,loss,1.8919
337,grad_norm,0.5665555000305176
337,learning_rate,0.00013918629550321198
337,mean_token_accuracy,0.5567863956093788
337,epoch,0.7206629243517776
338,loss,1.801
338,grad_norm,0.6500672698020935
338,learning_rate,0.00013811563169164882
338,mean_token_accuracy,0.5634959116578102
338,epoch,0.7228013900026731
339,loss,1.9102
339,grad_norm,0.5134830474853516
339,learning_rate,0.00013704496788008566
339,mean_token_accuracy,0.5554171726107597
339,epoch,0.7249398556535686
340,loss,1.9285
340,grad_norm,0.6207975149154663
340,learning_rate,0.00013597430406852247
340,mean_token_accuracy,0.550890326499939
340,epoch,0.727078321304464
341,loss,1.8872
